task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this tsk involves testing devops pp skills needed cicd,docker",devops,"cicd,docker",2d6c24a1-02ef-4549-e64b-ac297717b7bc,"html,python,encryption,react native,sql",0,"['cicd', 'docker']","['html', 'python', 'encryption', 'react native', 'sql']"
"this tsk involves testing mobile development pp skills needed swift,java,rect ntive",mobile development,"swift,java,rct ntiv",f850e134-f39b-9042-5fcf-28c58ad58134,"rect,penetration testing,html,unity,javascript",0,"['swift', 'java', 'rct ntiv']","['rect', 'penetration testing', 'html', 'unity', 'javascript']"
"this task involves testing a web development app skills needed javascript,css",web development,"javascript,css",0a71a937-b17b-0a3d-c580-840ebb0629c0,"kotlin,c,blender,fluttr",0,"['javascript', 'css']","['kotlin', 'c', 'blender', 'fluttr']"
"this tsk involves improving cybersecurity pp skills needed firewlls,encryption",cybersecurity,"firwlls,encryption",0b704bf7-0c48-2e7e-f230-9574b997cf79,"python,scikitlearn,blender",0,"['firwlls', 'encryption']","['python', 'scikitlearn', 'blender']"
"this task involves developing a data science app skills needed python,sql,pandas",dt science,"python,sql,pandas",8eed5174-dd44-c177-2223-f0149a62d193,"javascript,kubernetes,blndr",0,"['python', 'sql', 'pandas']","['javascript', 'kubernetes', 'blndr']"
"this task involves developing a mobile development app skills needed swift,java",mobile development,"swift,java",bc56c6c1-e7e4-65f4-22cd-0c1a12d2b4b5,"aws,sql,java,c,terrform",0,"['swift', 'java']","['aws', 'sql', 'java', 'c', 'terrform']"
"this task involves improving a data science app skills needed scikitlearn,python,sql",data science,"scikitlearn,python,sql",50d730c8-2944-302f-6225-ff723ee65bff,"docker,c,swift,java",0,"['scikitlearn', 'python', 'sql']","['docker', 'c', 'swift', 'java']"
"this tsk involves developing dt science pp skills needed numpy,sql",dt science,"numpy,sql",276636c2-3caf-22a4-5475-2382e12d707a,"swift,numpy,c,siem",0,"['numpy', 'sql']","['swift', 'numpy', 'c', 'siem']"
"this tsk involves testing devops pp skills needed kubernetes,terrform",devops,"kubernetes,terrform",2b2e9a34-c302-373a-4154-c521acc1af6a,"numpy,python,aws,jvscript",0,"['kubernetes', 'terrform']","['numpy', 'python', 'aws', 'jvscript']"
"this task involves testing a cybersecurity app skills needed penetration testing,encryption,firewalls,siem",cybersecurity,"penetration testing,encryption,firwalls,siem",24403ba0-42b7-417d-aa21-08e42af99a7f,"firewalls,jvscript,penetration testing,c,sql",1,"['penetration testing', 'encryption', 'firwalls', 'siem']","['firewalls', 'jvscript', 'penetration testing', 'c', 'sql']"
"this task involves developing a web development app skills needed css,nodejs,javascript,react",web development,"css,nodjs,javascript,react",04afcffa-c6bf-e88e-23c3-6c1eee46225e,"react,siem,networking",0,"['css', 'nodjs', 'javascript', 'react']","['react', 'siem', 'networking']"
"this task involves designing a mobile development app skills needed flutter,kotlin",mobile development,"flutter,kotlin",98839cf0-4d74-f833-d534-272819f327ea,"siem,penetration testing,javascript,blender,numpy",0,"['flutter', 'kotlin']","['siem', 'penetration testing', 'javascript', 'blender', 'numpy']"
"this tsk involves testing devops pp skills needed cicd,ws,kubernetes,docker",devops,"cicd,ws,kubernetes,dockr",c4521b86-df16-d0da-b4e3-9fe258760afc,"sql,unity,firwlls,networking,pandas",0,"['cicd', 'ws', 'kubernetes', 'dockr']","['sql', 'unity', 'firwlls', 'networking', 'pandas']"
"this task involves testing a cybersecurity app skills needed siem,firewalls,networking",cybersecurity,"siem,firwalls,networking",8a6cccc7-b902-a408-0a53-ea6487ca9e11,"unreal engine,rct,unity",0,"['siem', 'firwalls', 'networking']","['unreal engine', 'rct', 'unity']"
"this task involves testing a mobile development app skills needed swift,java,kotlin,react native",mobile development,"swift,java,kotlin,react native",f2322545-e639-9a43-3050-d71f0e762bc2,"kotlin,sql,unrl engin,flutter,unity",0,"['swift', 'java', 'kotlin', 'react native']","['kotlin', 'sql', 'unrl engin', 'flutter', 'unity']"
"this task involves developing a web development app skills needed html,react",web development,"html,react",5a0c6cb1-9d8d-015c-3be7-0089953d8912,"sql,react native,kotlin",0,"['html', 'react']","['sql', 'react native', 'kotlin']"
"this task involves testing a web development app skills needed html,react,nodejs",web development,"html,react,nodejs",02e2a9df-a565-5409-147f-a77d23a5c906,"c,css,blender,c",0,"['html', 'react', 'nodejs']","['c', 'css', 'blender', 'c']"
"this tsk involves testing web development pp skills needed nodejs,rect,css",web development,"nodjs,react,css",71e8c6de-9afa-7cb8-564b-62a3f5479829,"kotlin,numpy,c",0,"['nodjs', 'react', 'css']","['kotlin', 'numpy', 'c']"
"this tsk involves testing mobile development pp skills needed kotlin,rect ntive,flutter,swift",mobile development,"kotlin,react native,flutter,swift",b8bd67f7-2789-1fac-7629-976deb279978,"c,encryption,cicd,ract nativ,css",0,"['kotlin', 'react native', 'flutter', 'swift']","['c', 'encryption', 'cicd', 'ract nativ', 'css']"
"this task involves testing a cybersecurity app skills needed penetration testing,networking,firewalls",cybersecurity,"penetration testing,ntworking,firewalls",208dfe7d-7bf5-1093-6c74-11c0fb8ef278,"c,swift,siem",0,"['penetration testing', 'ntworking', 'firewalls']","['c', 'swift', 'siem']"
"this tsk involves developing gme development pp skills needed unity,c,c",game development,"unity,c,c",11dd1c52-c353-9f04-1cc1-76251d1e2e08,"javascript,css,kubernetes,flutter",0,"['unity', 'c', 'c']","['javascript', 'css', 'kubernetes', 'flutter']"
"this tsk involves testing dt science pp skills needed numpy,scikitlern",data science,"numpy,scikitlearn",c3de5d20-a929-5477-f263-32f9e52eb81f,"html,blender,jv,networking",0,"['numpy', 'scikitlearn']","['html', 'blender', 'jv', 'networking']"
"this task involves testing a game development app skills needed unreal engine,c,c,unity",game development,"unreal engine,c,c,unity",e3158f9a-76d1-721e-7874-08957643279a,"kotlin,python,html,scikitlearn,kubrnts",0,"['unreal engine', 'c', 'c', 'unity']","['kotlin', 'python', 'html', 'scikitlearn', 'kubrnts']"
"this task involves designing a cybersecurity app skills needed firewalls,penetrtion testing,networking,encryption",cybersecurity,"firewalls,penetrtion testing,networking,encryption",1b6269f9-1df8-2fbd-4ec1-2e5eefaaa329,"css,c,kotlin,ntworking,kubernetes",0,"['firewalls', 'penetrtion testing', 'networking', 'encryption']","['css', 'c', 'kotlin', 'ntworking', 'kubernetes']"
"this task involves designing a devops app skills needed aws,docker",devops,"aws,dockr",196f7127-d98c-71da-528c-8ebac6d56f56,"docker,nodejs,numpy,scikitlern,java",0,"['aws', 'dockr']","['docker', 'nodejs', 'numpy', 'scikitlern', 'java']"
"this task involves testing a devops app skills needed docker,terraform,cicd",devops,"docker,trraform,cicd",bb05590c-77d1-041e-a131-1a88ce1d0dec,"sql,unral engin,pandas,numpy",0,"['docker', 'trraform', 'cicd']","['sql', 'unral engin', 'pandas', 'numpy']"
"this task involves testing a devops app skills needed terraform,docker,cicd,kubernetes",devops,"terraform,docker,cicd,kubrnts",ea84122a-9da9-10dc-7f66-7597dc0195fc,"numpy,aws,kubernetes,ntworking",0,"['terraform', 'docker', 'cicd', 'kubrnts']","['numpy', 'aws', 'kubernetes', 'ntworking']"
"this task involves designing a data science app skills needed pandas,scikitlern",dt science,"pandas,scikitlern",624285f2-e57f-2bb8-214e-4788675d9d12,"networking,unreal engine,c",0,"['pandas', 'scikitlern']","['networking', 'unreal engine', 'c']"
"this task involves developing a game development app skills needed c,c,unity,unreal engine",game development,"c,c,unity,unral engin",fd560a65-b4d8-848d-3267-f815d5c6cd71,"firwalls,c,rect ntive,siem,c",1,"['c', 'c', 'unity', 'unral engin']","['firwalls', 'c', 'rect ntive', 'siem', 'c']"
"this tsk involves testing devops pp skills needed terraform,cicd,kubernetes",devops,"terraform,cicd,kubernetes",34b61127-18db-6684-bc54-3a20d9ebd49a,"trraform,ntworking,flutter,c",0,"['terraform', 'cicd', 'kubernetes']","['trraform', 'ntworking', 'flutter', 'c']"
"this tsk involves designing devops pp skills needed terrform,kubernetes,ws",devops,"trraform,kubernetes,aws",bda7dcb6-01de-6a44-2354-95f694202feb,"css,siem,encryption,python,kubernetes",0,"['trraform', 'kubernetes', 'aws']","['css', 'siem', 'encryption', 'python', 'kubernetes']"
"this task involves designing a cybersecurity app skills needed networking,encryption,siem",cybersecurity,"networking,encryption,siem",7d639a72-eeaf-9742-1422-47cccaa5f1d6,"swift,firwalls,pandas,rect ntive",0,"['networking', 'encryption', 'siem']","['swift', 'firwalls', 'pandas', 'rect ntive']"
"this task involves testing a mobile development app skills needed flutter,react native,swift,jv",mobile development,"flutter,react native,swift,jv",00894d34-71c4-9f81-0da2-0c419626c133,"nodejs,c,flutter",0,"['flutter', 'react native', 'swift', 'jv']","['nodejs', 'c', 'flutter']"
"this task involves developing a devops app skills needed docker,ws,cicd",devops,"docker,ws,cicd",5ff2ea2e-8651-7c97-4476-6581f380cded,"rct ntiv,kotlin,blender,numpy",0,"['docker', 'ws', 'cicd']","['rct ntiv', 'kotlin', 'blender', 'numpy']"
"this task involves designing a game development app skills needed c,unity",game development,"c,unity",0cb1c1aa-cf5b-39d0-e418-2d0d973e5efa,"penetration testing,c,jv,cicd",0,"['c', 'unity']","['penetration testing', 'c', 'jv', 'cicd']"
"this task involves developing a mobile development app skills needed jv,react native",mobile development,"jv,react native",4d1a817d-894a-dbd9-d3e1-12804c85d9a8,"terraform,ws,css,pandas",0,"['jv', 'react native']","['terraform', 'ws', 'css', 'pandas']"
"this tsk involves testing mobile development pp skills needed swift,kotlin,rect ntive",mobile development,"swift,kotlin,ract nativ",2b05f8d7-3cf4-138d-eacf-2bc2bf857c39,"encryption,jvscript,react native,html",0,"['swift', 'kotlin', 'ract nativ']","['encryption', 'jvscript', 'react native', 'html']"
"this tsk involves testing cybersecurity pp skills needed networking,penetrtion testing,encryption,siem",cybersecurity,"networking,pntrtion tsting,encryption,siem",02caa86e-04b6-7ae9-8a66-d9b86024de6a,"kotlin,jv,css,firewalls,html",0,"['networking', 'pntrtion tsting', 'encryption', 'siem']","['kotlin', 'jv', 'css', 'firewalls', 'html']"
"this tsk involves improving devops pp skills needed docker,terrform",devops,"docker,terraform",3c9dff2e-aef0-4eb9-7f0a-f4ab70b51bfd,"docker,numpy,scikitlarn,html",0,"['docker', 'terraform']","['docker', 'numpy', 'scikitlarn', 'html']"
"this task involves developing a game development app skills needed unreal engine,blender,c,unity",game development,"unreal engine,blender,c,unity",7c802590-a3a1-68d5-b35e-58f731801e26,"react native,css,firewalls",0,"['unreal engine', 'blender', 'c', 'unity']","['react native', 'css', 'firewalls']"
"this tsk involves developing cybersecurity pp skills needed siem,networking",cybersecurity,"siem,networking",b565755f-c5d0-0267-52db-984e39d57412,"ntworking,css,javascript,siem",1,"['siem', 'networking']","['ntworking', 'css', 'javascript', 'siem']"
"this task involves improving a devops app skills needed docker,terrform",devops,"docker,trrform",25e2f080-bf3b-e199-2055-f210c2a1861a,"kubernetes,fluttr,nodejs",0,"['docker', 'trrform']","['kubernetes', 'fluttr', 'nodejs']"
"this task involves developing a game development app skills needed blender,c",game development,"blender,c",ec686245-824c-9e4e-c407-62939ad271df,"html,swift,blender,scikitlrn,python",0,"['blender', 'c']","['html', 'swift', 'blender', 'scikitlrn', 'python']"
"this task involves designing a mobile development app skills needed flutter,swift,react native,kotlin",mobile development,"flutter,swift,ract nativ,kotlin",386044a1-a26e-fdb9-e27e-8cd1dcefce18,"c,nodejs,javascript,terrform,firewlls",0,"['flutter', 'swift', 'ract nativ', 'kotlin']","['c', 'nodejs', 'javascript', 'terrform', 'firewlls']"
"this task involves designing a web development app skills needed javascript,nodejs,css,html",web development,"javascript,nodejs,css,html",3f53ea65-553f-3892-ad5e-adb22d363ee8,"jvscript,cicd,terrform,kubernetes",0,"['javascript', 'nodejs', 'css', 'html']","['jvscript', 'cicd', 'terrform', 'kubernetes']"
"this task involves testing a devops app skills needed docker,kubernetes,terraform",devops,"docker,kubrnts,terraform",ad639a56-9526-3ea1-c6c2-b7d67bff4e13,"aws,kubrnts,c,flutter",0,"['docker', 'kubrnts', 'terraform']","['aws', 'kubrnts', 'c', 'flutter']"
"this task involves testing a cybersecurity app skills needed penetrtion testing,networking",cybersecurity,"pntrtion tsting,ntworking",4821ca8b-9874-694b-7c7e-f2ecdd7e2744,"siem,flutter,c",0,"['pntrtion tsting', 'ntworking']","['siem', 'flutter', 'c']"
"this tsk involves developing dt science pp skills needed numpy,python,scikitlern,sql",data science,"numpy,python,scikitlarn,sql",6dc81d59-4f75-278d-dbbd-d0f8a9b267bd,"jvscript,kotlin,penetration testing,siem",0,"['numpy', 'python', 'scikitlarn', 'sql']","['jvscript', 'kotlin', 'penetration testing', 'siem']"
"this task involves testing a cybersecurity app skills needed siem,penetrtion testing,networking,encryption",cybersecurity,"siem,pntrtion tsting,ntworking,encryption",1dc25258-7058-c3d6-3aea-a542fe1106ae,"siem,unrel engine,java,scikitlern",0,"['siem', 'pntrtion tsting', 'ntworking', 'encryption']","['siem', 'unrel engine', 'java', 'scikitlern']"
"this task involves developing a web development app skills needed html,react,nodejs",web development,"html,react,nodjs",3cb6b752-fd7d-e333-8acd-7616d5df01f8,"blender,c,python,docker,unity",0,"['html', 'react', 'nodjs']","['blender', 'c', 'python', 'docker', 'unity']"
"this task involves improving a data science app skills needed scikitlern,numpy",data science,"scikitlern,numpy",2f6162ca-37cf-d117-a03e-2e0c4fd3723d,"css,nodjs,c",0,"['scikitlern', 'numpy']","['css', 'nodjs', 'c']"
"this task involves testing a devops app skills needed ws,kubernetes,docker,terraform",devops,"ws,kubernetes,docker,terraform",88315898-65fd-9286-6bb3-29d77602e9f7,"dockr,blndr,python,networking,unity",0,"['ws', 'kubernetes', 'docker', 'terraform']","['dockr', 'blndr', 'python', 'networking', 'unity']"
"this tsk involves improving cybersecurity pp skills needed penetrtion testing,encryption",cybersecurity,"penetration testing,encryption",442822dd-0a77-8d6f-82f0-4c913a329d53,"kubernetes,swift,html,siem",0,"['penetration testing', 'encryption']","['kubernetes', 'swift', 'html', 'siem']"
"this tsk involves improving web development pp skills needed css,jvscript,html,react",web development,"css,javascript,html,react",d010e63a-d8a4-2867-b91b-211544a8bb24,"flutter,encryption,firewlls",0,"['css', 'javascript', 'html', 'react']","['flutter', 'encryption', 'firewlls']"
"this task involves improving a mobile development app skills needed swift,rect ntive",mobile development,"swift,rect ntive",d74c4bd9-ac8c-b38a-9029-f5da8a41b86a,"pnds,css,cicd,swift",0,"['swift', 'rect ntive']","['pnds', 'css', 'cicd', 'swift']"
"this task involves improving a data science app skills needed python,pandas,sql",data science,"python,pandas,sql",ff5f86a9-8ab1-28ef-bff1-94d3363777a8,"python,nodejs,swift,flutter,blndr",0,"['python', 'pandas', 'sql']","['python', 'nodejs', 'swift', 'flutter', 'blndr']"
"this tsk involves designing mobile development pp skills needed flutter,kotlin,swift,rect ntive",mobile development,"flutter,kotlin,swift,rct ntiv",5c550796-0d5d-ec45-e453-400c9d56f2b1,"kubernetes,unity,c,numpy",0,"['flutter', 'kotlin', 'swift', 'rct ntiv']","['kubernetes', 'unity', 'c', 'numpy']"
"this task involves testing a cybersecurity app skills needed penetration testing,firewalls,siem",cybersecurity,"penetration testing,firwalls,siem",0048c1f9-9ae8-3711-1891-f14d18b177a6,"cicd,java,networking",0,"['penetration testing', 'firwalls', 'siem']","['cicd', 'java', 'networking']"
"this task involves developing a mobile development app skills needed swift,kotlin",mobile development,"swift,kotlin",8d3dab8d-62a1-79e1-dc3b-1bec1df9c2d7,"pandas,c,java,cicd,html",0,"['swift', 'kotlin']","['pandas', 'c', 'java', 'cicd', 'html']"
"this task involves designing a mobile development app skills needed java,kotlin,rect ntive",mobile development,"java,kotlin,rct ntiv",314f45ab-ea3f-5d7b-a1c3-a908fbe0c320,"kubernetes,ws,c,encryption,unity",0,"['java', 'kotlin', 'rct ntiv']","['kubernetes', 'ws', 'c', 'encryption', 'unity']"
