experience_level,total_tasks_completed,missed_deadlines,average_task_duration,task_quality_score,performance_score,deadline_adherence,task_efficiency,completion_rate,productivity
1,21,14,3.7,67,47.75,40,0.5,0.5999999828571434,10.864864554440164
1,49,10,3.9,70,58.11,50,0.71,0.8305084604998566,14.906562111535889
2,22,10,3.6,65,52.4,50,0.52,0.6874999785156257,12.41319405653213
2,77,9,4.2,50,58.41,55,0.81,0.8953488267982694,10.658914604741303
1,40,12,3.1,53,50.89,40,0.62,0.7692307544378701,13.151364511357135
2,44,13,3.3,67,53.85,40,0.63,0.7719298110187752,15.672514344926649
1,39,11,4.4,57,50.65,45,0.64,0.7799999844000004,10.10454525245455
1,68,13,3.3,69,58.74,40,0.72,0.8395061624752326,17.553310669936682
1,71,11,4.3,65,58.81,45,0.76,0.8658536479773946,13.088485376402478
1,41,14,3.1,70,53.28,40,0.59,0.7454545319008268,16.832844268728348
1,40,11,3.8,60,52.73,45,0.65,0.7843137101114959,12.383900685970987
3,52,8,3.4,69,61.7,60,0.76,0.8666666522222225,17.588235000980397
1,71,11,3.2,70,62.16,45,0.76,0.8658536479773946,18.940548549505507
1,57,11,4.1,70,57.99,45,0.72,0.8382352817906576,14.311334079352694
1,34,9,4.9,70,54.79,55,0.65,0.7906976560302871,11.295680800432672
3,77,10,3.1,68,64.09,50,0.79,0.8850574610912936,19.414163662647727
1,77,13,3.8,72,60.29,40,0.75,0.8555555460493829,16.210526135672517
1,65,13,4.4,68,55.94,40,0.71,0.8333333226495728,12.878787713675216
1,71,14,3.9,67,56.45,40,0.72,0.8352941078200693,14.349924416396062
1,34,14,4.6,68,48.75,40,0.55,0.7083333185763893,10.471014274607494
3,65,11,3.4,60,57.99,45,0.75,0.8552631466412745,15.092879058375432
3,44,12,4.9,52,48.08,40,0.65,0.7857142716836738,8.338192270928783
1,40,13,3.8,57,49.5,40,0.61,0.7547169668921327,11.320754503381991
3,43,14,3.7,69,52.28,40,0.61,0.7543859516774395,14.068278558309006
1,76,11,4.7,68,59.8,45,0.78,0.8735632083498482,12.63878684421057
2,77,14,4.1,59,55.0,40,0.73,0.8461538368554523,12.176360091334558
1,24,8,4.0,65,54.46,60,0.6,0.7499999765625008,12.187499619140638
1,25,8,4.5,54,50.74,60,0.61,0.7575757346189171,9.090908815427007
1,62,8,3.3,58,60.71,60,0.79,0.8857142730612247,15.567099344712435
1,67,14,4.3,57,52.28,40,0.71,0.8271604836153027,10.96468548048192
1,63,11,3.3,60,57.81,45,0.74,0.8513513398466035,15.479115269938246
1,66,9,4.6,65,59.77,55,0.79,0.8799999882666668,12.434782442898554
2,42,12,5.0,56,48.63,40,0.64,0.7777777633744859,8.711110949794243
1,23,11,3.8,64,50.74,45,0.51,0.676470568339101,11.393188519395386
1,46,9,3.9,73,59.59,55,0.72,0.8363636211570251,15.655011370375085
3,37,9,3.1,70,58.59,55,0.67,0.8043478086011346,18.162692452283686
1,40,13,3.0,69,54.21,40,0.61,0.7547169668921327,17.358490238519053
1,47,11,4.8,72,55.45,45,0.68,0.8103448136147446,12.15517220422117
1,54,11,3.3,66,57.81,45,0.71,0.8307692179881659,16.61538435976332
2,41,14,3.9,55,47.75,40,0.59,0.7454545319008268,10.512820321678326
1,59,9,4.6,64,58.23,55,0.77,0.8676470460640141,12.07161107567324
1,42,9,4.8,57,52.89,55,0.7,0.8235293956170707,9.779411572952714
2,22,9,4.0,56,50.44,55,0.55,0.7096773964620194,9.935483550468271
3,59,14,4.1,51,49.56,40,0.68,0.8082191670106964,10.053457931108664
1,69,13,4.3,62,55.21,40,0.73,0.8414634043723975,12.132728156067127
1,29,11,4.9,72,52.01,45,0.57,0.7249999818750005,10.653060958163271
1,44,9,4.2,55,53.79,55,0.71,0.830188663581346,10.871518213565246
2,71,8,4.1,54,59.8,60,0.82,0.898734165838808,11.836986574462351
1,68,11,3.0,69,61.7,45,0.76,0.8607594827751964,19.79746810382952
1,27,14,3.2,50,45.12,40,0.5,0.6585365693039862,10.289633895374783
3,74,13,4.2,67,57.66,40,0.74,0.8505747028669575,13.56869168859194
1,30,8,4.9,64,53.64,60,0.65,0.7894736634349037,10.311492746904863
1,24,14,4.7,72,47.84,40,0.5,0.6315789307479229,9.675251705074563
1,77,10,5.0,59,58.2,50,0.79,0.8850574610912936,10.443678040877264
1,64,11,4.1,52,54.37,45,0.74,0.8533333219555558,10.822764083338758
1,72,10,4.6,54,56.66,50,0.78,0.8780487697798931,10.30752903654657
1,74,14,4.7,73,57.17,40,0.73,0.8409090813533059,13.060928284849219
1,56,14,4.3,62,51.65,40,0.67,0.7999999885714287,11.534883556146182
1,75,14,3.7,57,54.82,40,0.73,0.8426966197449818,12.982083060936207
3,78,9,3.9,71,64.85,55,0.81,0.8965517138327389,16.321838892852426
1,64,13,4.7,70,55.76,40,0.71,0.831168820374431,12.379110090683014
3,57,9,3.6,51,56.15,55,0.76,0.8636363505509644,12.234848299471997
1,48,13,4.8,58,49.41,40,0.65,0.7868852330018815,9.508196565439402
2,24,12,3.5,66,50.8,40,0.5,0.6666666481481487,12.571428222222233
2,28,9,4.5,67,53.61,55,0.61,0.7567567363038721,11.26726696274654
1,78,10,4.3,62,60.47,50,0.8,0.8863636262913225,12.78012670466558
2,67,13,4.5,50,51.22,40,0.72,0.8374999895312502,9.305555439236112
2,21,9,3.9,61,51.8,55,0.54,0.6999999766666675,10.948717583760697
1,20,11,4.9,69,49.56,45,0.5,0.6451612695109268,9.084923999235498
1,59,14,4.3,69,54.09,40,0.68,0.8082191670106964,12.969098261334432
1,79,13,3.6,70,60.47,40,0.75,0.8586956428402648,16.696859721894036
2,70,13,4.3,54,53.22,40,0.73,0.8433734838147773,10.591201889766971
2,49,9,3.6,57,56.33,55,0.73,0.8448275716409039,13.37643655098098
2,30,12,3.6,64,51.16,40,0.56,0.714285697278912,12.698412396069546
1,47,9,3.8,52,54.24,55,0.72,0.8392856992984697,11.484962200926429
2,63,10,4.7,55,55.12,50,0.76,0.8630136868080317,10.099096334987605
1,31,10,4.0,62,52.49,50,0.61,0.7560975425342064,11.719511909280198
1,58,13,4.4,61,52.77,40,0.69,0.8169013969450508,11.32522391219275
1,45,13,3.8,68,53.4,40,0.63,0.7758620555885852,13.883847310532577
1,32,9,3.5,67,56.15,55,0.64,0.7804877858417614,14.940766186113718
1,78,10,4.9,73,62.37,50,0.8,0.8863636262913225,13.205009126380926
1,27,10,4.2,50,48.14,50,0.57,0.7297297100073051,8.687258452467917
1,73,12,4.9,74,59.32,40,0.75,0.8588235193079586,12.969987842609987
1,47,11,3.4,56,53.64,45,0.68,0.8103448136147446,13.34685575365462
1,77,12,3.3,61,59.41,40,0.76,0.865168529604848,15.992509183604767
1,49,8,4.7,59,56.09,60,0.75,0.8596491077254543,10.791339862936555
1,28,14,4.4,61,46.12,40,0.5,0.6666666507936512,9.242424022366526
1,58,12,3.4,60,55.51,40,0.71,0.828571416734694,14.62184853061225
1,50,9,3.5,53,55.6,55,0.74,0.8474576127549558,12.832929564575045
1,77,11,4.6,68,60.16,45,0.78,0.8749999900568183,12.934782461709489
1,40,9,3.9,55,53.61,55,0.69,0.8163265139525202,11.512296991638106
1,75,14,4.3,74,58.35,40,0.73,0.8426966197449818,14.502220897936896
1,66,8,3.6,58,60.89,60,0.8,0.891891879839299,14.369369175188705
1,53,11,3.8,69,57.54,45,0.71,0.8281249870605472,15.037006343994147
2,74,13,5.0,59,54.03,40,0.74,0.8505747028669575,10.036781493830098
1,50,10,3.5,54,54.67,50,0.71,0.8333333194444447,12.857142642857145
1,71,12,4.0,62,57.33,40,0.75,0.8554216764407028,13.259035984830893
1,44,9,4.7,58,53.7,55,0.71,0.830188663581346,10.244881380365547
1,31,8,3.5,51,52.83,60,0.66,0.7948717744904674,11.582417285432525
1,20,10,3.8,67,52.22,50,0.5,0.6666666444444451,11.754385573099428
1,74,12,4.2,70,59.68,40,0.76,0.8604651062736616,14.341085104561026
1,41,10,4.0,50,51.04,50,0.67,0.8039215528642834,10.049019410803542
1,59,12,3.9,73,58.32,40,0.71,0.830985903788931,15.55435153245948
1,56,13,3.7,70,56.12,40,0.68,0.8115941911363161,15.354484697173548
2,66,11,4.2,61,56.99,45,0.75,0.8571428460111319,12.448979430161677
2,20,10,4.2,59,49.32,50,0.5,0.6666666444444451,9.365079052910064
2,20,10,4.3,51,46.97,50,0.5,0.6666666444444451,7.9069764806201634
3,76,10,3.1,58,61.19,50,0.79,0.8837209199567335,16.534133341125983
1,61,11,4.3,51,53.19,45,0.73,0.8472222104552471,10.048449472841304
1,73,8,4.9,72,63.61,60,0.82,0.9012345567748821,13.242630221998267
1,61,12,4.1,73,58.32,40,0.72,0.835616426909364,14.878048576678921
1,40,13,4.4,71,52.22,40,0.61,0.7547169668921327,12.178387420304869
2,34,10,4.1,63,53.13,50,0.63,0.7727272551652897,11.8736139208325
1,36,14,4.7,60,46.76,40,0.56,0.7199999856000003,9.191489177872343
3,41,11,4.9,72,54.18,45,0.65,0.7884615232988169,11.58555707704384
1,57,8,3.4,60,60.16,60,0.78,0.8769230634319529,15.475112884093287
3,54,12,3.9,66,55.51,40,0.69,0.8181818057851242,13.84615363636364
1,64,11,3.8,53,55.18,45,0.74,0.8533333219555558,11.901754227274859
1,35,13,3.8,62,49.96,40,0.57,0.7291666514756948,11.896929576708706
1,27,13,3.3,56,47.78,40,0.51,0.6749999831250004,11.454545168181825
1,66,12,4.6,65,56.15,40,0.73,0.8461538353057201,11.956521585841697
1,36,10,3.1,50,51.77,50,0.64,0.7826086786389418,12.622720623208737
1,36,13,4.1,62,49.59,40,0.58,0.7346938625572681,11.110004750866006
2,73,8,4.3,50,58.71,60,0.82,0.9012345567748821,10.479471590405605
1,45,11,3.4,60,54.37,45,0.67,0.8035714142219391,14.18067201568128
1,32,8,4.8,55,51.74,60,0.67,0.7999999800000005,9.166666437500007
1,36,10,4.7,69,54.03,50,0.64,0.7826086786389418,11.489361452358933
2,57,8,3.9,52,57.08,60,0.78,0.8769230634319529,11.69230751242604
1,36,8,3.8,61,55.91,60,0.69,0.8181817995867773,13.133970993366688
1,67,9,3.5,54,58.96,55,0.79,0.8815789357686983,13.601503580431345
1,33,8,4.5,58,53.28,60,0.67,0.8048780291493164,10.37398348681341
1,64,12,3.3,61,57.05,40,0.73,0.8421052520775625,15.566187992948882
1,25,11,4.4,59,48.66,45,0.53,0.6944444251543216,9.311868428205674
1,54,9,4.7,68,58.23,55,0.75,0.8571428435374152,12.401215608626433
1,65,11,3.5,54,56.18,45,0.75,0.8552631466412745,13.195488548179664
2,33,11,4.7,54,48.2,45,0.6,0.7499999829545458,8.617021080754355
1,66,10,3.1,58,59.38,50,0.77,0.8684210412049863,16.24787754512555
1,27,10,4.8,69,52.22,50,0.57,0.7297297100073051,10.489864581355011
1,34,9,3.2,66,56.78,55,0.65,0.7906976560302871,16.30813915562467
3,73,13,4.3,59,55.12,40,0.74,0.8488371994321257,11.646835992208237
1,46,14,3.5,70,53.46,40,0.62,0.7666666538888891,15.333333077777782
2,32,10,4.7,50,48.14,50,0.62,0.7619047437641728,8.105369614512476
1,68,14,4.0,71,56.81,40,0.71,0.829268282569899,14.719512015615708
1,50,10,3.3,65,58.02,50,0.71,0.8333333194444447,16.414141140572394
1,72,10,4.1,64,60.29,50,0.78,0.8780487697798931,13.7061271380276
3,75,11,3.8,72,62.34,45,0.77,0.8720930131151976,16.523867616919535
1,54,9,4.3,66,58.41,55,0.75,0.8571428435374152,13.15614597057428
2,79,11,4.8,69,60.44,45,0.78,0.8777777680246915,12.618055415354942
2,25,12,3.8,74,52.61,40,0.51,0.6756756574141715,13.157894381223338
1,24,11,3.6,62,50.74,45,0.52,0.6857142661224496,11.809523472108854
1,41,14,3.0,50,48.02,40,0.59,0.7454545319008268,12.424242198347114
1,77,14,4.1,74,59.08,40,0.73,0.8461538368554523,15.272044860317921
1,68,12,3.8,57,55.79,40,0.74,0.8499999893750002,12.749999840625003
2,42,8,3.7,54,55.27,60,0.72,0.8399999832000004,12.259459214270274
3,44,8,3.4,55,56.45,60,0.73,0.8461538298816571,13.687782542203278
1,53,12,3.9,72,56.96,40,0.69,0.815384602840237,15.053254206281299
1,45,12,5.0,69,52.7,40,0.65,0.7894736703601111,10.894736650969532
2,66,11,3.6,63,58.62,45,0.75,0.8571428460111319,14.999999805194808
1,24,12,4.2,71,50.89,40,0.5,0.6666666481481487,11.269840956790132
2,45,9,4.6,72,57.87,55,0.71,0.8333333179012349,13.043478019323677
1,39,8,4.5,60,54.91,60,0.71,0.8297872163875061,11.063829551833415
1,25,8,3.7,55,52.46,60,0.61,0.7575757346189171,11.26126092001093
1,25,13,4.2,60,46.88,40,0.5,0.6578947195290864,9.398495993272663
1,78,12,4.7,62,57.33,40,0.76,0.8666666570370372,11.432623986446021
1,69,10,3.0,61,60.92,50,0.78,0.8734177104630669,17.759493446082363
1,37,10,3.9,71,56.21,50,0.65,0.7872340258035314,14.331696367192494
1,23,12,3.4,51,46.72,40,0.5,0.6571428383673475,9.857142575510213
2,36,9,3.8,70,57.14,55,0.67,0.7999999822222227,14.736841777777787
2,76,10,3.8,52,58.29,50,0.79,0.8837209199567335,12.093023115197408
1,33,13,4.5,72,51.04,40,0.56,0.7173912887523634,11.478260620037814
1,33,14,3.2,53,47.03,40,0.54,0.7021276446355821,11.628989114276829
1,32,12,4.0,66,51.35,40,0.57,0.7272727107438021,11.999999727272733
1,26,9,4.1,71,55.06,55,0.59,0.7428571216326537,12.86411113071181
1,63,9,4.0,55,57.6,55,0.78,0.8749999878472224,12.03124983289931
1,74,11,4.5,56,56.54,45,0.77,0.8705882250519033,10.833986800645908
1,34,9,3.8,64,55.15,55,0.65,0.7906976560302871,13.31701315419431
1,38,10,4.9,60,51.59,50,0.66,0.7916666501736115,9.69387734906463
1,62,14,4.0,73,56.27,40,0.69,0.8157894629501387,14.88815769884003
1,66,10,4.1,52,55.94,50,0.77,0.8684210412049863,11.014120522599827
3,63,12,4.7,55,52.7,40,0.72,0.8399999888000002,9.829787102978726
1,54,14,3.6,51,49.56,40,0.66,0.7941176353806231,11.249999834558826
1,36,12,3.2,63,52.7,40,0.6,0.7499999843750004,14.765624692382818
1,54,9,4.4,58,56.06,55,0.75,0.8571428435374152,11.298701119356837
1,38,13,4.0,67,51.5,40,0.59,0.7450980246059211,12.480391912149178
2,39,8,4.8,68,56.54,60,0.71,0.8297872163875061,11.755318898823004
1,55,14,5.0,61,49.93,40,0.66,0.7971014377231675,9.724637540222645
3,54,11,3.8,62,55.82,45,0.71,0.8307692179881659,13.554655661912182
1,51,8,3.8,61,58.62,60,0.76,0.8644067650100549,13.876003333056145
1,77,9,3.8,61,62.13,55,0.81,0.8953488267982694,14.372704851235378
2,67,9,3.6,67,62.31,55,0.79,0.8815789357686983,16.40716352680633
1,63,8,4.6,58,58.53,60,0.8,0.8873239311644517,11.187997392943089
1,59,11,4.5,66,56.54,45,0.73,0.8428571308163267,12.361904585306126
1,43,14,4.0,70,52.01,40,0.61,0.7543859516774395,13.201754154355191
1,36,14,3.1,65,51.01,40,0.56,0.7199999856000003,15.096773891612909
2,26,8,3.6,66,55.82,60,0.62,0.7647058598615925,14.019607430795862
1,62,12,3.6,70,58.59,40,0.72,0.837837826515705,16.29129107113871
1,69,10,4.6,73,61.28,50,0.78,0.8734177104630669,13.860759318218237
1,20,13,3.2,57,46.97,40,0.5,0.6060605876951337,10.795454218319568
1,54,12,4.6,60,52.61,40,0.69,0.8181818057851242,10.671936597197273
1,51,14,4.3,73,53.73,40,0.65,0.784615372544379,13.320214464125504
1,55,10,4.5,51,52.95,50,0.73,0.8461538331360949,9.589743442209077
1,32,13,3.9,57,47.87,40,0.55,0.7111110953086424,10.393162162203234
2,25,13,4.4,61,46.79,40,0.5,0.6578947195290864,9.120813157107788
1,77,13,4.2,70,59.02,40,0.75,0.8555555460493829,14.259259100823048
1,33,9,4.5,50,49.9,55,0.65,0.7857142670068032,8.730158522297813
2,56,13,3.9,72,56.3,40,0.68,0.8115941911363161,14.983277374824299
1,67,11,3.9,62,57.99,45,0.75,0.8589743479618673,13.655489634265583
1,34,8,4.3,71,57.36,60,0.68,0.8095237902494337,13.366555606444138
1,66,14,3.2,70,57.63,40,0.7,0.8249999896875001,18.046874774414064
1,23,11,3.9,66,51.1,45,0.51,0.676470568339101,11.447963464200171
1,59,8,4.9,63,58.62,60,0.79,0.8805970017821343,11.321961451484583
3,78,12,3.1,63,60.5,40,0.76,0.8666666570370372,17.61290303010753
1,35,12,3.6,65,52.34,40,0.59,0.7446808352195567,13.445626191464218
1,47,8,3.6,66,59.62,60,0.75,0.8545454390082647,15.666666381818187
2,35,11,4.3,55,49.56,45,0.61,0.7608695486767489,9.732052366795626
1,23,8,3.2,56,53.28,60,0.59,0.7419354599375658,12.9838705489074
1,64,13,4.3,50,51.04,40,0.71,0.831168820374431,9.664753725284081
1,45,9,3.2,74,60.95,55,0.71,0.8333333179012349,19.270832976466057
3,47,14,3.2,64,52.55,40,0.63,0.7704917906476756,15.409835812953512
1,51,12,4.5,69,54.7,40,0.68,0.8095237966742255,12.412698215671458
1,64,14,3.6,70,56.54,40,0.7,0.8205128099934256,15.954415749872163
1,21,9,5.0,67,51.44,55,0.54,0.6999999766666675,9.379999687333344
1,50,13,3.1,62,53.94,40,0.66,0.7936507810531622,15.873015621063244
1,22,13,3.9,73,50.41,40,0.5,0.6285714106122454,11.765567429408696
1,73,12,3.2,51,56.15,40,0.75,0.8588235193079586,13.687499838970592
2,27,12,3.7,68,51.53,40,0.53,0.6923076745562136,12.723492397249329
1,43,13,5.0,64,49.78,40,0.62,0.7678571291454085,9.828571253061229
1,34,10,4.8,61,51.32,50,0.63,0.7727272551652897,9.820075534392224
2,62,14,3.1,64,55.45,40,0.69,0.8157894629501387,16.84210504155125
3,50,9,4.1,74,60.22,55,0.74,0.8474576127549558,15.295576425333351
1,28,14,4.3,67,47.93,40,0.5,0.6666666507936512,10.387596651901077
1,58,9,3.4,63,59.95,55,0.76,0.8656716288705727,16.040386064366494
1,64,10,3.3,55,57.84,50,0.76,0.8648648531775021,14.414414219625035
3,21,11,4.8,61,47.75,45,0.5,0.6562499794921882,8.339843489379893
3,27,9,4.9,69,53.25,55,0.6,0.7499999791666673,10.56122419642858
1,26,14,5.0,72,47.66,40,0.5,0.6499999837500005,9.359999766000007
2,75,8,4.6,55,59.89,60,0.82,0.9036144469444043,10.804085778683095
1,63,13,4.3,58,53.04,40,0.71,0.8289473575138506,11.181150403675195
1,70,13,3.7,74,59.74,40,0.73,0.8433734838147773,16.867469676295546
1,58,10,3.3,53,56.21,50,0.74,0.8529411639273359,13.698752026711759
2,61,9,3.2,66,61.67,55,0.77,0.871428558979592,17.973214028954086
1,76,11,4.4,51,55.72,45,0.78,0.8735632083498482,10.125391733145968
2,35,9,4.6,65,54.15,55,0.66,0.7954545273760335,11.240118321617866
2,54,13,4.7,73,54.76,40,0.67,0.8059701372243263,12.518259578165068
2,49,12,4.8,63,52.16,40,0.67,0.8032786753560873,10.543032614048647
1,29,8,4.8,57,51.74,60,0.64,0.7837837626004389,9.307432180880213
1,57,10,5.0,63,55.66,50,0.74,0.8507462559590111,10.71940282508354
1,37,12,3.5,51,49.08,40,0.61,0.7551020254060812,11.002915227345754
1,69,14,4.5,65,54.46,40,0.71,0.8313252911888519,12.008031983838972
1,24,11,4.2,53,47.21,45,0.52,0.6857142661224496,8.653060977259482
3,72,12,3.5,50,55.15,40,0.75,0.8571428469387756,12.24489781341108
1,48,14,5.0,72,51.65,40,0.63,0.7741935359001043,11.148386916961503
1,58,12,4.8,69,55.42,40,0.71,0.828571416734694,11.910714115561227
1,79,11,3.3,63,61.52,45,0.78,0.8777777680246915,16.757575571380475
1,53,12,3.1,57,54.34,40,0.69,0.815384602840237,14.992555600610808
1,62,10,4.4,74,60.65,50,0.76,0.8611110991512347,14.482323031179856
1,64,13,4.2,74,57.75,40,0.71,0.831168820374431,14.644403025644735
3,42,9,4.9,52,51.35,55,0.7,0.8235293956170707,8.739495626956668
1,24,12,3.5,54,47.54,40,0.5,0.6666666481481487,10.28571400000001
3,49,10,3.2,55,55.3,50,0.71,0.8305084604998566,14.274364164841284
2,25,9,3.5,71,55.97,55,0.58,0.7352940960207619,14.915965947849742
1,75,14,3.0,57,56.09,40,0.73,0.8426966197449818,16.011235775154656
3,77,9,3.1,55,61.77,55,0.81,0.8953488267982694,15.885221120614458
1,65,14,4.8,55,50.47,40,0.7,0.8227847997115848,9.427742496695243
2,63,12,3.7,53,53.97,40,0.72,0.8399999888000002,12.032432272000003
1,23,10,3.8,56,49.78,50,0.53,0.6969696758494038,10.271132065149109
2,48,13,3.0,73,56.75,40,0.65,0.7868852330018815,19.147540669712452
2,42,12,3.5,68,54.61,40,0.64,0.7777777633744859,15.111110831275726
2,25,14,4.6,56,43.86,40,0.5,0.6410256245890866,7.803790212388881
2,51,11,4.2,52,51.83,45,0.7,0.8225806318938608,10.18433163297161
1,61,9,4.5,57,56.87,55,0.77,0.871428558979592,11.038095080408166
1,37,12,3.9,50,48.08,40,0.61,0.7551020254060812,9.680795197513861
1,34,14,3.6,50,45.67,40,0.55,0.7083333185763893,9.837962758005405
1,59,9,4.0,63,59.05,55,0.77,0.8676470460640141,13.665440975508222
1,77,14,3.6,55,54.82,40,0.73,0.8461538368554523,12.927350285291633
1,51,10,4.7,59,54.03,50,0.72,0.8360655600644991,10.495291073150094
3,28,8,3.6,74,58.35,60,0.64,0.7777777561728402,15.987653876886158
1,56,12,4.3,63,54.34,40,0.7,0.8235293996539794,12.065663297255979
2,29,13,3.3,53,47.33,40,0.53,0.6904761740362816,11.089465825431189
1,39,12,4.4,55,48.9,40,0.62,0.7647058673587085,9.558823341983855
2,25,9,4.8,65,51.98,55,0.58,0.7352940960207619,9.957107550281151
3,67,10,4.2,70,60.83,50,0.77,0.8701298588294823,14.502164313824705
1,75,14,4.1,50,52.19,40,0.73,0.8426966197449818,10.27678804567051
1,78,11,4.9,55,56.27,45,0.78,0.8764044845347811,9.837193193757747
2,22,13,4.3,58,45.61,40,0.5,0.6285714106122454,8.478405073374473
1,61,10,3.5,64,59.38,50,0.75,0.8591549174766914,15.710261348145213
1,30,12,3.6,61,50.35,40,0.56,0.714285697278912,12.103174315003786
1,62,11,4.4,52,53.46,45,0.74,0.8493150568586979,10.03735976287552
1,36,10,4.5,60,51.95,50,0.64,0.7826086786389418,10.434782381852557
1,51,8,3.6,64,59.8,60,0.76,0.8644067650100549,15.36723137795653
1,23,13,3.7,52,45.24,40,0.5,0.6388888711419759,8.978978729562904
1,23,9,5.0,63,50.71,55,0.56,0.7187499775390632,9.056249716992196
1,36,10,3.2,51,51.86,50,0.64,0.7826086786389418,12.472825815808134
3,60,10,3.8,53,55.66,50,0.75,0.8571428448979594,11.954887047261014
1,38,8,3.1,68,59.44,60,0.7,0.8260869385633275,18.120616716872988
3,24,12,4.6,61,47.45,40,0.5,0.6666666481481487,8.840579464573276
1,51,14,3.2,51,49.74,40,0.65,0.784615372544379,12.50480749992604
1,41,14,4.3,66,50.02,40,0.59,0.7454545319008268,11.441860257082457
1,75,13,3.1,52,55.76,40,0.74,0.8522727175878101,14.296187520827782
1,25,13,4.3,59,46.42,40,0.5,0.6578947195290864,9.026927547027
1,54,9,4.7,65,57.42,55,0.75,0.8571428435374152,11.854103155304678
1,41,10,3.8,71,57.11,50,0.67,0.8039215528642834,15.02063954035898
1,20,11,4.0,58,48.2,45,0.5,0.6451612695109268,9.354838407908439
1,39,10,3.8,60,53.76,50,0.66,0.7959183511037071,12.56713185953222
1,41,14,3.6,70,52.37,40,0.59,0.7454545319008268,14.494949231404966
1,67,9,4.6,64,59.68,55,0.79,0.8815789357686983,12.265446062868847
1,74,10,3.5,52,58.47,50,0.79,0.8809523704648528,13.088435218334954
2,30,8,4.4,65,54.82,60,0.65,0.7894736634349037,11.662679118924713
1,32,14,3.4,70,51.1,40,0.53,0.6956521587901705,14.322250328032922
1,78,10,3.5,70,64.09,50,0.8,0.8863636262913225,17.72727252582645
3,61,10,3.7,70,60.65,50,0.75,0.8591549174766914,16.254282222531998
1,22,14,4.2,61,45.4,40,0.5,0.611111094135803,8.875661129115233
1,28,11,3.9,72,53.64,45,0.56,0.717948699539777,13.254437529965115
3,79,14,4.5,54,53.28,40,0.74,0.849462356457394,10.193548277488727
1,31,8,3.4,56,54.37,60,0.66,0.7948717744904674,13.092005697490054
1,42,8,3.0,58,57.63,60,0.72,0.8399999832000004,16.239999675200007
1,33,10,4.6,70,53.94,50,0.62,0.7674418426176316,11.67846282244222
1,52,13,4.6,67,52.95,40,0.67,0.799999987692308,11.652173733779268
1,37,11,3.1,70,56.18,45,0.63,0.7708333172743059,17.405913615871423
1,68,10,4.2,57,57.48,50,0.77,0.8717948606180146,11.831501679815913
1,78,14,3.8,61,56.27,40,0.74,0.8478260777410209,13.6098396690006
1,60,10,4.6,69,58.56,50,0.75,0.8571428448979594,12.857142673469392
3,28,9,4.7,51,48.9,55,0.61,0.7567567363038721,8.211615649254782
2,42,9,4.7,59,53.61,55,0.7,0.8235293956170707,10.337922200299397
